plant_id,product_id,work_order_id,planned_production_qty,target_cycle_time_sec,shift,Installation_Year,failure_code,failure_severity,repair_time_minutes,technician_id,spare_part_used,maintenance_cost,energy_cost
FR01,P003,WO1001,1168.0,45.0,apres_midi,2019.0,F002,critical,162.0,TECH01,pump,2468.0,95.0
FR01,P003,WO1003,1147.0,43.0,matin,,F002,critical,81.0,TECH02,pump,2518.0,80.35
FR01,P001,WO1003,,41.0,matin,2017.0,F001,critical,116.0,TECH02,pump,586.0,64.92
FR02,P003,WO1001,975.0,45.0,matin,2019.0,F004,major,49.0,TECH01,sensor,1256.0,50.59
FR01,P002,WO1003,1168.0,40.0,matin,2017.0,F001,critical,179.0,,pump,,54.59
FR01,P002,WO1001,1045.0,51.0,nuit,2020.0,F001,minor,26.0,TECH01,valve,850.0,83.33
FR01,P001,WO1003,947.0,40.0,nuit,2016.0,F001,major,58.0,TECH02,sensor,,142.63
FR01,P003,WO1001,1098.0,44.0,nuit,2019.0,F001,major,35.0,TECH02,valve,929.0,133.1
FR02,P002,WO1001,970.0,45.0,,2021.0,F002,major,72.0,TECH02,valve,2121.0,62.56
FR02,P001,WO1001,991.0,41.0,apres_midi,2013.0,F002,major,,TECH01,sensor,945.0,143.77
FR01,P003,WO1002,1108.0,49.0,nuit,2016.0,F004,critical,170.0,TECH03,pump,1643.0,40.48
FR01,P002,WO1003,947.0,47.0,apres_midi,2012.0,F004,minor,141.0,TECH03,bearing,2240.0,
FR02,P003,WO1001,928.0,43.0,matin,2016.0,F004,critical,114.0,TECH02,,533.0,109.63
FR02,P003,WO1002,,51.0,apres_midi,2018.0,F002,critical,47.0,TECH02,pump,12358.636650536504,
FR02,P003,WO1002,918.0,43.0,nuit,2012.0,F003,major,107.0,TECH03,sensor,2696.0,50.6
FR01,P001,WO1001,946.0,49.0,matin,2021.0,F003,critical,134.0,TECH02,pump,1336.0,60.04
FR02,P002,WO1001,959.0,53.0,matin,2014.0,F004,major,158.0,TECH02,pump,1233.0,35.21
FR01,P001,WO1001,1075.0,,nuit,2017.0,F003,critical,54.0,TECH02,bearing,1275.0,63.71
FR01,P002,WO1001,1154.0,49.0,matin,2012.0,F001,major,158.0,TECH02,sensor,440.0,
FR02,P002,WO1001,1128.0,,matin,2014.0,F004,major,36.0,TECH03,sensor,2598.0,74.07
FR01,P001,WO1003,1046.0,,matin,2019.0,F003,major,74.0,TECH03,sensor,579.0,148.54
FR02,P001,WO1001,1197.0,53.0,apres_midi,2020.0,F001,major,101.0,TECH03,valve,1313.0,71.56
,P002,WO1001,1138.0,44.0,matin,2018.0,F001,critical,45.0,TECH01,sensor,745.0,113.3
FR02,P002,WO1003,1087.0,49.0,matin,2015.0,F001,critical,66.0,TECH03,valve,1174.0,71.96
FR01,P002,WO1002,1108.0,42.0,apres_midi,2018.0,F001,minor,,TECH02,valve,2546.0,50.99
FR01,P003,WO1003,974.0,47.0,nuit,2018.0,F003,minor,76.0,TECH01,pump,1541.0,43.17
FR02,P002,,1082.0,45.0,apres_midi,2018.0,F002,major,139.0,TECH02,valve,1041.0,42.58
FR02,P001,WO1002,,47.0,apres_midi,2019.0,,minor,98.0,TECH02,sensor,2897.0,103.98
FR02,P001,WO1003,1170.0,54.0,nuit,2015.0,F004,minor,45.0,TECH01,bearing,352.0,29.56
FR02,P001,WO1001,,54.0,nuit,2015.0,F003,major,60.0,TECH02,sensor,1845.0,102.99
FR01,P002,WO1002,1144.0,44.0,,2020.0,F001,major,895.2144729942319,TECH02,pump,764.0,74.01
FR02,P002,WO1001,906.0,46.0,matin,2019.0,F004,major,166.0,TECH01,pump,2849.0,106.2
FR02,P003,WO1003,1168.0,49.0,nuit,2015.0,F001,minor,20.0,TECH03,valve,1701.0,22.88
FR01,P003,WO1002,912.0,46.0,matin,2017.0,F002,major,53.0,TECH02,pump,440.0,37.9
FR02,P001,WO1001,1125.0,45.0,nuit,2020.0,F001,minor,121.0,TECH03,pump,2682.0,
FR02,P003,WO1002,1165.0,53.0,matin,2017.0,F002,major,107.0,TECH02,valve,2052.0,149.99
FR01,P003,,1141.0,51.0,apres_midi,2016.0,F004,major,107.0,TECH02,valve,2081.0,129.48
FR02,P001,WO1003,,49.0,apres_midi,2018.0,F003,critical,84.0,TECH02,pump,1150.0,36.34
FR02,P002,WO1001,1079.0,53.0,apres_midi,2013.0,F001,critical,93.0,TECH01,sensor,2464.0,
FR02,P003,WO1001,1025.0,52.0,apres_midi,,F002,major,23.0,TECH03,sensor,1243.0,42.92
FR02,P002,WO1002,1182.0,43.0,nuit,,F004,critical,161.0,TECH02,valve,2126.0,132.81
FR02,P001,WO1001,1089.0,45.0,apres_midi,2017.0,F001,critical,40.0,TECH03,pump,12358.636650536504,127.52
FR02,P001,WO1002,915.0,48.0,matin,2014.0,F001,critical,83.0,,pump,2706.0,73.49
FR01,P003,WO1003,920.0,50.0,,2020.0,F001,critical,173.0,,sensor,2996.0,36.12
FR02,P001,WO1003,915.0,53.0,apres_midi,2013.0,,minor,121.0,TECH03,valve,1914.0,
FR01,P001,WO1001,1168.0,54.0,,2015.0,F003,,88.0,TECH01,pump,1437.0,95.67
FR01,P001,WO1003,932.0,51.0,apres_midi,2013.0,F004,,171.0,TECH03,pump,2839.0,
FR01,P003,WO1003,1081.0,43.0,nuit,2017.0,F002,critical,29.0,TECH03,bearing,2191.0,56.68
FR01,P003,WO1001,968.0,,nuit,2018.0,F003,major,118.0,TECH03,bearing,2327.0,24.86
FR02,P003,WO1002,951.0,45.0,nuit,2020.0,F004,minor,51.0,TECH02,valve,2491.0,147.7
FR02,P001,WO1003,964.0,45.0,matin,2017.0,F002,major,92.0,TECH01,bearing,1600.0,65.89
,P002,WO1001,1199.0,52.0,matin,2017.0,F002,major,178.0,TECH02,bearing,2094.0,
FR01,P001,WO1001,1127.0,42.0,apres_midi,2016.0,F003,critical,162.0,TECH02,pump,144.0,31.32
FR02,P003,WO1001,1121.0,52.0,matin,,F004,major,22.0,TECH01,pump,2987.0,97.09
FR02,P002,WO1003,1171.0,43.0,matin,2021.0,F003,major,123.0,TECH03,valve,1319.0,53.81
FR02,P002,WO1003,917.0,42.0,matin,2015.0,F003,minor,54.0,,valve,2961.0,108.57
FR01,P003,WO1002,1117.0,54.0,matin,2021.0,F002,minor,134.0,,valve,699.0,118.81
FR01,P002,,1172.0,42.0,nuit,2015.0,F003,critical,73.0,TECH02,pump,2452.0,57.4
FR02,P002,WO1002,1072.0,49.0,nuit,2015.0,F001,minor,105.0,TECH03,pump,1253.0,77.39
FR01,P003,WO1002,955.0,51.0,matin,2016.0,F001,minor,131.0,,bearing,2735.0,64.85
FR01,P002,WO1002,908.0,43.0,,2012.0,F001,,103.0,TECH02,sensor,2133.0,147.28
FR02,P002,WO1002,9430.099895068206,52.0,nuit,2013.0,F001,critical,120.0,TECH02,pump,1467.0,130.26
FR01,P003,WO1001,1192.0,43.0,apres_midi,2014.0,F004,critical,173.0,TECH02,valve,1058.0,74.78
FR01,P002,WO1002,921.0,45.0,nuit,2018.0,F003,major,102.0,TECH02,valve,1037.0,86.78
FR02,P002,WO1003,971.0,52.0,matin,2012.0,F003,minor,117.0,TECH02,pump,1695.0,147.92
FR01,P002,WO1002,1071.0,,matin,2014.0,F001,minor,54.0,TECH01,sensor,2462.0,55.37
FR01,P002,WO1003,1022.0,43.0,matin,2018.0,F004,minor,175.0,TECH02,sensor,2124.0,135.08
FR01,P003,WO1002,990.0,45.0,nuit,2017.0,,critical,118.0,TECH03,valve,1572.0,142.41
FR01,,WO1001,1123.0,41.0,matin,2013.0,F001,major,132.0,TECH03,valve,2401.0,79.8
FR01,P001,WO1001,1191.0,43.0,nuit,2015.0,F002,major,142.0,TECH01,valve,2016.0,52.19
FR01,P002,WO1003,1151.0,41.0,apres_midi,2012.0,F003,minor,163.0,TECH02,sensor,2579.0,40.19
FR01,P003,WO1002,1197.0,54.0,matin,2016.0,F002,critical,100.0,TECH01,valve,2912.0,29.46
,P003,WO1001,1155.0,,matin,2013.0,F003,major,895.2144729942319,TECH01,valve,1948.0,43.62
FR02,P002,WO1001,912.0,47.0,,,F003,minor,88.0,TECH03,bearing,2043.0,63.77
FR02,,WO1002,,51.0,nuit,2021.0,F003,,169.0,TECH03,pump,598.0,120.55
,P002,WO1003,1077.0,48.0,matin,2017.0,F002,major,31.0,TECH01,valve,219.0,70.49
FR02,P003,WO1003,1060.0,46.0,matin,2012.0,,major,112.0,TECH02,bearing,773.0,67.23
FR01,P003,WO1003,994.0,45.0,matin,2013.0,F002,major,77.0,TECH03,bearing,1813.0,129.78
FR02,P001,WO1001,1067.0,47.0,matin,2015.0,F001,critical,58.0,TECH02,sensor,703.0,97.29
FR02,P003,WO1002,986.0,43.0,apres_midi,2014.0,F004,minor,25.0,TECH02,sensor,1697.0,79.82
FR01,P003,WO1001,902.0,49.0,nuit,2020.0,F002,major,27.0,TECH01,bearing,1632.0,101.84
FR01,P003,WO1001,915.0,50.0,apres_midi,2012.0,F002,critical,89.0,TECH01,valve,401.0,92.83
FR01,P001,WO1001,1029.0,41.0,nuit,2018.0,F001,critical,74.0,TECH02,valve,2698.0,77.77
FR01,P003,WO1001,922.0,53.0,apres_midi,2020.0,F002,major,113.0,TECH03,sensor,1919.0,71.95
FR01,P002,WO1002,997.0,43.0,apres_midi,2020.0,F004,major,80.0,TECH03,sensor,2824.0,135.05
FR02,P001,WO1001,1057.0,,nuit,2017.0,F002,major,102.0,TECH03,sensor,957.0,43.97
FR01,P002,,1138.0,48.0,matin,2018.0,,,113.0,TECH03,,290.0,40.51
FR02,P002,WO1003,909.0,44.0,matin,2019.0,F001,critical,157.0,TECH02,bearing,,124.1
FR02,P001,WO1001,921.0,48.0,apres_midi,2014.0,F004,,67.0,,pump,2704.0,35.68
FR01,P002,WO1002,1083.0,48.0,apres_midi,2016.0,F002,minor,,TECH03,valve,2014.0,146.07
FR02,P001,WO1001,1116.0,,apres_midi,2015.0,F001,minor,,TECH01,,498.0,56.27
FR02,P002,WO1002,1113.0,44.0,matin,2020.0,F004,major,126.0,TECH03,bearing,979.0,
,P001,WO1002,1057.0,53.0,nuit,2020.0,F004,major,171.0,TECH01,sensor,185.0,104.13
FR02,P003,WO1002,1109.0,51.0,matin,2015.0,F003,critical,139.0,,pump,,125.19
FR02,,WO1003,1032.0,41.0,apres_midi,2013.0,F003,minor,47.0,TECH01,valve,12358.636650536504,71.96
FR02,P002,WO1003,952.0,44.0,matin,2012.0,F002,minor,53.0,TECH02,valve,1737.0,46.41
FR01,P003,WO1001,1128.0,50.0,matin,2014.0,F003,critical,76.0,TECH03,pump,2859.0,143.26
FR01,P001,WO1001,1082.0,40.0,matin,2013.0,F002,major,86.0,TECH01,valve,1185.0,122.29
FR01,P002,WO1001,922.0,47.0,nuit,2016.0,F001,critical,45.0,TECH03,valve,2914.0,39.51
FR02,P003,WO1002,1005.0,41.0,apres_midi,2017.0,F004,critical,169.0,TECH02,pump,2010.0,77.54
FR01,P003,WO1002,990.0,46.0,matin,2020.0,F001,minor,126.0,TECH02,pump,966.0,62.95
FR02,P002,WO1002,,54.0,matin,2015.0,F001,critical,56.0,TECH02,pump,793.0,40.1
FR01,,WO1001,1037.0,50.0,apres_midi,2015.0,F003,minor,150.0,TECH02,sensor,2380.0,97.02
FR02,P003,WO1001,1019.0,41.0,matin,2015.0,F004,minor,109.0,TECH03,valve,,116.18
FR01,P002,WO1001,1060.0,51.0,matin,2012.0,F001,critical,83.0,TECH02,pump,2396.0,50.37
FR01,P003,WO1001,1107.0,50.0,matin,2014.0,F004,critical,127.0,TECH03,bearing,2981.0,91.48
FR02,P003,WO1003,1054.0,53.0,matin,2015.0,F004,major,123.0,TECH02,sensor,2448.0,
FR01,P003,WO1003,1162.0,53.0,apres_midi,2012.0,F001,minor,170.0,TECH03,sensor,12358.636650536504,105.93
FR02,P003,WO1003,1054.0,44.0,matin,2016.0,F004,critical,77.0,TECH02,valve,1559.0,110.86
FR01,P002,WO1001,1185.0,49.0,nuit,2021.0,F002,minor,159.0,TECH02,valve,1530.0,85.32
FR01,P001,WO1003,1158.0,46.0,matin,2020.0,F004,critical,105.0,TECH01,pump,496.0,106.4
FR02,P001,WO1003,1056.0,45.0,nuit,2012.0,F002,critical,71.0,TECH02,pump,2720.0,110.85
,P003,WO1001,913.0,53.0,apres_midi,2018.0,F002,major,30.0,TECH03,sensor,1631.0,138.6
FR02,P003,WO1003,976.0,52.0,matin,2013.0,F002,major,28.0,TECH01,bearing,527.0,128.54
FR01,P001,WO1001,1119.0,44.0,nuit,2021.0,,major,152.0,TECH02,sensor,838.0,126.88
FR02,P003,WO1001,1131.0,45.0,nuit,2020.0,F002,critical,89.0,TECH02,pump,880.0,
FR01,P001,WO1001,1193.0,41.0,matin,,F004,,90.0,TECH01,pump,837.0,54.17
FR02,,WO1002,1041.0,49.0,matin,2014.0,F003,minor,129.0,TECH03,valve,118.0,45.11
FR02,P002,WO1001,,40.0,apres_midi,2018.0,F003,minor,165.0,TECH01,bearing,823.0,149.2
FR02,P002,WO1003,1195.0,40.0,apres_midi,2017.0,F003,critical,84.0,TECH01,bearing,806.0,93.31
,P002,WO1003,1039.0,47.0,matin,2021.0,F002,major,131.0,TECH02,valve,1718.0,42.63
FR02,P002,WO1001,1041.0,42.0,apres_midi,2019.0,F001,critical,98.0,TECH03,bearing,1042.0,94.16
FR02,,WO1002,1028.0,54.0,apres_midi,2020.0,F002,critical,895.2144729942319,TECH03,pump,1666.0,110.25
FR01,,,917.0,50.0,apres_midi,2018.0,F003,minor,156.0,TECH01,bearing,1526.0,127.03
FR02,P003,WO1002,1142.0,42.0,apres_midi,2017.0,F004,major,,TECH01,bearing,2189.0,56.26
FR01,P001,WO1003,1063.0,48.0,matin,2019.0,F002,minor,156.0,TECH02,,366.0,92.51
FR02,P002,WO1002,995.0,52.0,matin,2020.0,F003,major,158.0,,valve,2386.0,59.24
FR02,P003,WO1002,927.0,45.0,nuit,2019.0,F004,major,,TECH01,sensor,469.0,78.52
FR02,P003,WO1001,1129.0,43.0,apres_midi,2017.0,F001,critical,24.0,TECH01,valve,812.0,72.92
FR01,P002,WO1002,924.0,43.0,matin,2019.0,F004,major,179.0,TECH03,bearing,,47.82
FR01,P002,WO1002,1074.0,46.0,nuit,2020.0,F001,major,169.0,TECH01,bearing,1466.0,58.13
FR02,P002,,1060.0,45.0,apres_midi,2017.0,F004,critical,73.0,TECH02,pump,2821.0,53.41
FR01,P002,WO1001,929.0,41.0,nuit,2017.0,F001,minor,126.0,TECH01,pump,1037.0,125.49
FR02,P002,WO1001,1064.0,48.0,apres_midi,2013.0,F001,minor,45.0,TECH03,bearing,,38.91
FR02,P002,WO1002,1107.0,,matin,2020.0,F001,minor,86.0,TECH03,pump,820.0,146.36
FR01,P003,WO1003,1001.0,47.0,nuit,,F002,major,146.0,TECH03,,787.0,72.23
FR01,P002,WO1003,1005.0,43.0,matin,2016.0,F004,major,,TECH03,pump,1743.0,49.34
FR01,P002,WO1001,968.0,49.0,apres_midi,2021.0,F001,critical,155.0,TECH03,sensor,2034.0,119.15
FR01,P003,WO1002,907.0,40.0,apres_midi,,F004,critical,43.0,TECH02,valve,1410.0,31.97
FR02,P001,WO1003,1022.0,40.0,apres_midi,2020.0,F002,critical,32.0,TECH03,pump,146.0,125.99
FR01,P002,WO1002,1000.0,48.0,nuit,2021.0,F003,minor,94.0,TECH02,valve,147.0,60.4
FR01,P003,WO1001,900.0,43.0,nuit,2018.0,F003,major,128.0,TECH02,valve,486.0,42.33
FR02,P003,WO1003,906.0,40.0,nuit,2020.0,F001,critical,,TECH03,sensor,1424.0,129.82
FR01,P001,WO1001,1010.0,42.0,matin,,F002,major,65.0,TECH03,pump,1301.0,97.39
FR01,P002,WO1002,1085.0,42.0,nuit,2019.0,F004,critical,24.0,TECH02,pump,2183.0,90.0
FR01,P002,WO1001,1115.0,46.0,apres_midi,2021.0,F001,critical,160.0,TECH02,pump,509.0,58.84
FR01,P002,WO1001,1022.0,45.0,matin,2016.0,F003,minor,171.0,TECH03,valve,2274.0,85.08
FR02,P003,WO1001,1100.0,47.0,apres_midi,2021.0,F002,minor,895.2144729942319,,valve,663.0,
FR02,P002,WO1001,907.0,46.0,apres_midi,2021.0,F003,major,48.0,TECH01,valve,,82.02
FR01,P002,WO1003,963.0,40.0,nuit,2017.0,,,38.0,TECH01,valve,1431.0,102.02
FR01,P002,WO1002,1035.0,42.0,nuit,2019.0,F003,critical,100.0,TECH02,sensor,127.0,25.05
FR02,P002,WO1003,1085.0,48.0,nuit,2018.0,F001,minor,51.0,TECH02,sensor,2192.0,97.08
FR01,P001,WO1002,1026.0,43.0,apres_midi,2012.0,F001,major,,TECH02,bearing,2737.0,50.01
FR01,P001,WO1002,948.0,50.0,matin,2021.0,F001,minor,100.0,TECH01,pump,1674.0,115.58
FR01,P001,WO1002,1065.0,51.0,nuit,2015.0,F003,major,90.0,,valve,750.0,60.76
FR01,P002,WO1002,1026.0,50.0,nuit,2019.0,F004,major,,TECH03,bearing,,58.25
FR01,P002,WO1002,1076.0,52.0,matin,2020.0,F003,minor,142.0,TECH01,sensor,1372.0,73.89
FR01,P003,WO1003,1102.0,52.0,apres_midi,2017.0,F003,major,42.0,TECH02,,,35.3
FR01,P003,WO1002,1056.0,53.0,apres_midi,2015.0,F004,major,142.0,TECH01,bearing,2309.0,117.96
FR01,P003,WO1001,1118.0,53.0,,2013.0,F001,,117.0,TECH01,valve,902.0,
FR01,P002,WO1003,1184.0,53.0,nuit,2020.0,F003,minor,,TECH01,pump,12358.636650536504,56.48
FR02,P001,WO1003,1188.0,54.0,matin,2012.0,F003,major,149.0,TECH03,pump,2392.0,120.42
FR02,P001,WO1002,927.0,51.0,nuit,2016.0,F001,major,112.0,TECH03,sensor,890.0,145.0
FR02,P001,WO1001,982.0,,matin,2019.0,F003,minor,92.0,TECH03,bearing,228.0,
FR01,P002,WO1001,1011.0,44.0,apres_midi,2015.0,F004,major,,TECH01,sensor,2039.0,73.85
FR01,P001,WO1002,1053.0,47.0,apres_midi,2012.0,F002,major,42.0,TECH02,valve,2819.0,58.28
FR02,P003,WO1002,928.0,40.0,apres_midi,2015.0,F003,major,103.0,TECH01,,197.0,21.06
,P003,,1112.0,41.0,apres_midi,2016.0,F004,critical,138.0,TECH02,sensor,2841.0,53.64
FR02,P001,WO1003,,52.0,matin,2016.0,F001,minor,50.0,TECH02,pump,1237.0,35.06
FR01,P003,WO1003,1113.0,46.0,matin,2012.0,F002,critical,67.0,TECH03,valve,808.0,127.66
FR02,P001,WO1002,1054.0,52.0,nuit,2013.0,F001,critical,65.0,TECH02,sensor,2363.0,121.06
FR02,P001,WO1003,,40.0,matin,2017.0,F001,critical,146.0,TECH02,pump,2981.0,81.2
FR02,P003,WO1003,1067.0,52.0,nuit,2021.0,F001,critical,64.0,TECH03,pump,1506.0,35.22
FR01,P003,WO1001,1137.0,52.0,matin,2016.0,F002,major,114.0,TECH02,,2605.0,87.54
FR02,P003,WO1003,1058.0,52.0,matin,2020.0,F004,critical,179.0,TECH03,sensor,2288.0,88.97
FR01,P003,WO1001,1092.0,53.0,,,F004,critical,70.0,TECH01,pump,2882.0,102.05
FR01,P001,WO1002,,,matin,2016.0,F004,minor,66.0,TECH02,sensor,1681.0,88.34
FR01,P003,WO1002,1125.0,50.0,apres_midi,,F004,major,80.0,TECH03,valve,1499.0,32.94
FR01,P003,WO1001,1150.0,53.0,matin,2012.0,F002,major,54.0,TECH01,bearing,1676.0,103.07
,P002,WO1001,1179.0,44.0,nuit,2014.0,F001,minor,162.0,TECH01,valve,1851.0,148.77
FR01,P003,WO1002,1120.0,49.0,apres_midi,2013.0,F003,major,75.0,TECH03,valve,1636.0,102.35
,P003,WO1001,922.0,47.0,matin,2018.0,F002,major,78.0,TECH02,valve,1090.0,67.18
,P001,WO1002,1088.0,54.0,matin,2020.0,F001,minor,172.0,TECH02,bearing,2334.0,100.84
FR02,P001,WO1002,1171.0,45.0,nuit,2013.0,F003,major,39.0,TECH02,bearing,1244.0,92.64
FR02,P002,WO1002,926.0,42.0,apres_midi,2017.0,F001,critical,105.0,TECH02,sensor,,32.35
FR01,P003,WO1002,1109.0,46.0,apres_midi,2013.0,F004,critical,167.0,TECH03,pump,1661.0,102.44
FR01,,,934.0,42.0,apres_midi,2014.0,F002,critical,162.0,TECH01,sensor,2698.0,104.88
FR01,P003,WO1002,1097.0,,apres_midi,2012.0,F002,,81.0,TECH02,bearing,921.0,65.49
FR01,P003,,1073.0,44.0,nuit,2017.0,F003,major,113.0,TECH03,valve,1496.0,59.11
FR02,P003,WO1003,1117.0,46.0,matin,,F002,major,33.0,TECH03,valve,249.0,84.65
FR01,P003,WO1002,955.0,41.0,matin,2014.0,F001,major,124.0,TECH02,valve,1860.0,38.83
FR02,P002,WO1003,1051.0,49.0,apres_midi,2017.0,F001,major,168.0,TECH02,sensor,2034.0,31.95
FR01,P003,WO1001,937.0,43.0,nuit,2017.0,F003,minor,88.0,TECH01,pump,569.0,118.12
FR02,P003,WO1001,1097.0,41.0,matin,2015.0,F003,major,162.0,TECH03,valve,2611.0,43.78
FR01,P003,WO1002,908.0,46.0,apres_midi,2012.0,F003,minor,82.0,TECH03,bearing,444.0,52.3
FR02,P002,WO1003,1077.0,42.0,apres_midi,2018.0,F003,critical,46.0,TECH01,sensor,1734.0,69.55
FR01,P003,WO1001,1075.0,48.0,nuit,2013.0,F004,minor,145.0,TECH02,pump,1745.0,113.46
FR02,P002,WO1001,1160.0,50.0,nuit,2017.0,F001,major,80.0,TECH02,pump,712.0,93.65
FR01,P001,WO1001,983.0,45.0,nuit,2018.0,F001,minor,73.0,TECH02,sensor,1492.0,79.49
FR02,P003,WO1001,1038.0,40.0,apres_midi,2013.0,F001,major,136.0,TECH02,sensor,1560.0,147.95
FR02,P002,WO1003,1141.0,49.0,nuit,,F001,minor,100.0,,pump,1389.0,81.22
FR01,P001,WO1001,1054.0,47.0,apres_midi,2012.0,F004,major,28.0,TECH03,valve,1843.0,96.32
FR02,P002,WO1001,1120.0,52.0,matin,2017.0,F003,critical,126.0,TECH02,pump,501.0,30.75
FR01,,WO1001,1034.0,46.0,apres_midi,2019.0,F002,critical,,TECH01,,208.0,55.34
FR01,P001,WO1002,1087.0,40.0,apres_midi,2019.0,F001,minor,142.0,TECH01,pump,2036.0,58.07
FR01,P003,WO1001,1077.0,,matin,2018.0,F002,critical,79.0,TECH03,sensor,,49.05
,P003,WO1001,,42.0,nuit,2015.0,F004,major,,TECH01,bearing,2919.0,58.52
,P002,WO1003,968.0,53.0,nuit,2015.0,F004,critical,125.0,TECH03,sensor,167.0,82.87
FR01,P001,WO1001,976.0,42.0,apres_midi,2016.0,F003,critical,87.0,TECH02,valve,2072.0,131.32
FR01,P003,WO1001,911.0,54.0,apres_midi,2019.0,F004,critical,,TECH03,valve,2226.0,103.82
FR02,P002,WO1001,1182.0,46.0,matin,2015.0,F003,critical,163.0,TECH02,bearing,866.0,123.75
FR02,P001,WO1002,1145.0,45.0,nuit,2020.0,F002,major,115.0,TECH02,sensor,2791.0,83.42
FR02,P002,WO1003,1136.0,50.0,matin,2014.0,F004,critical,51.0,TECH02,bearing,1136.0,93.83
FR01,P001,WO1003,1151.0,51.0,apres_midi,2020.0,F003,critical,121.0,TECH01,bearing,277.0,29.0
FR01,P003,WO1002,1106.0,41.0,,2013.0,F002,minor,57.0,TECH01,valve,2203.0,38.39
FR01,,WO1002,1007.0,44.0,matin,2017.0,F001,major,124.0,TECH01,sensor,2202.0,128.05
,P002,WO1003,,45.0,matin,,F003,minor,35.0,TECH02,pump,2948.0,149.06
FR01,P003,WO1001,1192.0,51.0,nuit,2016.0,F003,minor,73.0,TECH01,valve,1065.0,121.77
FR02,P003,WO1003,1012.0,41.0,matin,2017.0,F002,minor,162.0,TECH02,bearing,2565.0,45.58
FR01,P001,WO1002,914.0,54.0,nuit,2021.0,F002,critical,37.0,,sensor,680.0,23.19
FR02,P003,WO1001,982.0,53.0,nuit,2018.0,,critical,23.0,TECH02,bearing,2717.0,25.13
FR02,P001,WO1003,964.0,40.0,matin,2015.0,F002,minor,56.0,TECH02,bearing,2951.0,54.89
FR01,P001,WO1001,902.0,43.0,matin,2015.0,F002,major,59.0,TECH03,bearing,880.0,134.52
FR02,P002,WO1001,1135.0,53.0,nuit,2020.0,F003,major,82.0,TECH02,,234.0,47.72
FR01,P001,WO1002,1028.0,54.0,matin,2015.0,F002,minor,87.0,,valve,2204.0,103.55
FR02,P003,WO1003,1146.0,51.0,nuit,2019.0,F001,major,164.0,TECH03,,2941.0,37.98
FR01,P001,WO1002,1134.0,43.0,nuit,2021.0,F002,minor,139.0,TECH02,bearing,1988.0,111.85
FR01,P001,WO1003,929.0,43.0,apres_midi,2012.0,F004,critical,38.0,TECH01,pump,1434.0,
FR02,P002,WO1003,970.0,40.0,nuit,2015.0,F003,critical,105.0,TECH01,valve,1658.0,69.98
FR01,P003,WO1001,1047.0,42.0,apres_midi,2013.0,F001,critical,72.0,TECH03,bearing,1992.0,46.79
FR02,P003,WO1001,992.0,46.0,matin,,F003,major,895.2144729942319,TECH02,,2843.0,55.97
FR01,P003,WO1001,1182.0,43.0,nuit,2016.0,F004,minor,58.0,TECH02,bearing,2301.0,112.28
FR01,P001,WO1002,1116.0,41.0,nuit,2013.0,F002,,111.0,TECH02,bearing,2775.0,
FR01,,WO1001,1137.0,,matin,2018.0,F003,major,92.0,TECH03,bearing,1710.0,
FR02,P003,WO1002,1126.0,50.0,matin,2021.0,F003,critical,100.0,TECH02,bearing,2580.0,128.48
FR02,P001,WO1001,1118.0,40.0,matin,2018.0,F002,major,34.0,TECH01,valve,2736.0,98.46
FR01,P002,WO1002,930.0,52.0,nuit,2020.0,F003,minor,92.0,TECH03,valve,1086.0,56.7
FR02,P002,WO1003,1013.0,,matin,2015.0,F003,major,122.0,TECH03,sensor,1573.0,71.88
FR01,P001,WO1002,1001.0,44.0,matin,2016.0,F003,critical,38.0,TECH03,bearing,371.0,134.66
FR02,P002,WO1002,992.0,41.0,apres_midi,2014.0,F004,major,94.0,TECH01,sensor,1110.0,62.33
FR02,P002,WO1002,1106.0,,apres_midi,2018.0,F004,minor,104.0,TECH01,bearing,2755.0,56.33
FR01,P002,WO1003,1128.0,53.0,nuit,2016.0,F004,,101.0,TECH03,sensor,1082.0,47.37
FR01,P003,WO1002,970.0,43.0,matin,2020.0,F001,minor,45.0,TECH01,bearing,1375.0,122.44
FR01,P002,WO1003,1035.0,42.0,matin,,F003,minor,23.0,TECH01,valve,1767.0,53.19
FR01,P003,WO1001,1183.0,46.0,apres_midi,2015.0,F002,critical,895.2144729942319,TECH01,bearing,2453.0,81.64
FR01,P002,WO1001,916.0,45.0,nuit,2018.0,F002,critical,148.0,TECH02,bearing,909.0,21.3
FR02,P003,WO1003,1114.0,50.0,matin,2012.0,F003,critical,96.0,TECH02,valve,1619.0,
FR02,P001,WO1002,1143.0,51.0,nuit,2013.0,F002,critical,100.0,TECH03,sensor,2797.0,128.32
FR01,P001,WO1001,994.0,50.0,apres_midi,2014.0,F001,critical,138.0,TECH03,pump,2203.0,104.86
FR01,P002,WO1002,1020.0,48.0,matin,2016.0,F002,minor,132.0,TECH02,valve,319.0,59.9
FR01,P003,WO1002,905.0,,apres_midi,2016.0,F004,minor,126.0,TECH03,sensor,801.0,44.39
FR02,P001,WO1003,1167.0,51.0,apres_midi,2018.0,F004,minor,156.0,TECH02,bearing,1675.0,
FR01,P001,WO1001,986.0,42.0,apres_midi,2020.0,F004,minor,114.0,TECH02,pump,912.0,49.07
FR01,P001,WO1003,1088.0,46.0,matin,2021.0,F004,major,118.0,TECH03,sensor,1093.0,141.81
