maintenance_event_id,timestamp,machine_id,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,maintenance_type,failure_type,failure_code,failure_severity,repair_time_minutes,downtime_minutes,technician_id,spare_part_used,maintenance_cost
MEV9102,2026-02-01 20:30:00,M01,103.0,2.0,10.0,corrective,,F003,,52.0,89.0,TECH01,valve,893.0
MEV9103,2026-02-01 20:35:00,,95.0,22.0,6.0,corrective,electrical,F004,major,81.0,7.0,TECH02,pump,1252.0
MEV9104,2026-02-01 20:40:00,M01,93.0,,9.0,corrective,mechanical,F001,major,103.0,201.0,TECH02,valve,2486.0
MEV9105,2026-02-01 20:45:00,M03,27.0,21.0,12.0,preventive,hydraulic,F001,minor,122.0,8.0,TECH01,pump,1385.0
MEV9106,2026-02-01 20:50:00,M01,72.0,24.0,9.0,corrective,hydraulic,F003,minor,,5.0,TECH03,pump,1659.0
MEV9107,2026-02-01 20:55:00,M01,104.0,6.0,4.0,preventive,mechanical,F001,critical,41.0,,TECH03,bearing,1449.0
MEV9108,2026-02-01 21:00:00,M03,106.0,7.0,9.0,preventive,mechanical,F003,major,89.0,,TECH02,sensor,2505.0
MEV9109,2026-02-01 21:05:00,M02,71.0,5.0,6.0,corrective,none,F002,minor,136.0,20.0,TECH03,valve,2240.0
MEV9110,2026-02-01 21:10:00,M04,52.0,24.0,3.0,corrective,hydraulic,,major,108.0,214.0,TECH03,pump,443.0
MEV9111,2026-02-01 21:15:00,M02,79.0,6.0,13.0,preventive,electrical,F003,critical,109.0,176.0,TECH02,bearing,269.0
MEV9112,2026-02-01 21:20:00,M01,116.0,14.0,12.0,preventive,electrical,F004,minor,62.0,195.0,TECH03,bearing,1095.0
MEV9113,2026-02-01 21:25:00,M02,13.0,20.0,2.0,preventive,hydraulic,F004,,70.0,114.0,TECH03,bearing,761.0
MEV9114,2026-02-01 21:30:00,M04,36.0,3.0,5.0,preventive,hydraulic,F004,minor,115.0,190.0,,valve,1943.0
MEV9115,2026-02-01 21:35:00,M01,18.0,24.0,10.0,corrective,electrical,F001,minor,163.0,82.0,TECH02,valve,1633.0
MEV9116,2026-02-01 21:40:00,M04,84.0,11.0,12.0,corrective,electrical,F002,major,103.0,127.0,,sensor,2385.0
MEV9117,2026-02-01 21:45:00,M01,119.0,,7.0,preventive,none,F002,minor,62.0,122.0,TECH01,valve,795.0
MEV9118,2026-02-01 21:50:00,M02,54.0,25.0,6.0,,electrical,F002,,142.0,72.0,TECH01,pump,2550.0
MEV9119,2026-02-01 21:55:00,M03,102.0,10.0,11.0,preventive,none,F003,major,154.0,52.0,TECH03,,7834.856088560886
MEV9120,2026-02-01 22:00:00,M01,38.0,14.0,12.0,preventive,mechanical,F001,major,170.0,1065.3580960386676,TECH03,valve,1210.0
MEV9121,2026-02-01 22:05:00,M02,110.0,22.0,7.0,corrective,none,F003,major,96.0,96.0,,bearing,2035.0
MEV9122,2026-02-01 22:10:00,M03,119.0,29.0,9.0,preventive,mechanical,F003,minor,40.0,136.0,TECH01,valve,1650.0
MEV9123,2026-02-01 22:15:00,M03,93.0,5.0,7.0,corrective,mechanical,F003,critical,137.0,1065.3580960386676,TECH02,valve,1586.0
MEV9124,2026-02-01 22:20:00,M02,34.0,7.0,2.0,preventive,none,F001,minor,121.0,102.0,TECH01,sensor,790.0
MEV9125,2026-02-01 22:25:00,M04,68.0,16.0,14.0,preventive,mechanical,F003,critical,144.0,170.0,TECH01,valve,1398.0
MEV9126,2026-02-01 22:30:00,M04,77.0,0.0,4.0,preventive,mechanical,F002,major,158.0,43.0,TECH01,sensor,2661.0
MEV9127,2026-02-01 22:35:00,M02,80.0,13.0,10.0,preventive,none,F003,critical,98.0,18.0,TECH02,pump,1982.0
MEV9128,2026-02-01 22:40:00,M02,104.0,2.0,2.0,corrective,hydraulic,F002,,92.0,162.0,TECH03,sensor,2039.0
MEV9129,2026-02-01 22:45:00,M03,61.0,26.0,11.0,preventive,none,F001,minor,37.0,,TECH02,valve,1552.0
MEV9130,2026-02-01 22:50:00,M02,22.0,7.0,10.0,preventive,mechanical,F001,critical,134.0,140.0,TECH03,sensor,2180.0
MEV9131,2026-02-01 22:55:00,M02,68.0,9.0,6.0,preventive,electrical,F003,critical,130.0,200.0,TECH02,pump,7834.856088560886
MEV9132,2026-02-01 23:00:00,M03,74.0,5.0,1.0,corrective,none,,critical,141.0,55.0,TECH03,pump,674.0
MEV9133,2026-02-01 23:05:00,M01,106.0,15.0,13.0,corrective,hydraulic,F002,major,105.0,236.0,TECH03,sensor,1212.0
MEV9134,2026-02-01 23:10:00,M03,108.0,11.0,1.0,corrective,mechanical,F004,major,84.0,55.0,TECH01,valve,1639.0
MEV9135,2026-02-01 23:15:00,M04,73.0,16.0,11.0,preventive,none,F004,critical,159.0,128.0,TECH02,bearing,1430.0
MEV9136,2026-02-01 23:20:00,M01,89.0,0.0,6.0,preventive,none,F002,minor,37.0,41.0,TECH02,sensor,471.0
MEV9137,,M03,81.0,8.0,12.0,corrective,,F003,major,,76.0,TECH01,bearing,1276.0
MEV9138,2026-02-01 23:30:00,M01,65.0,6.0,8.0,preventive,mechanical,F002,,25.0,60.0,TECH02,bearing,1257.0
MEV9139,2026-02-01 23:35:00,M01,17.0,12.0,1.0,preventive,mechanical,F003,major,164.0,188.0,TECH01,sensor,556.0
MEV9140,2026-02-01 23:40:00,M04,,6.0,13.0,preventive,hydraulic,F004,major,47.0,214.0,TECH01,bearing,2920.0
MEV9141,2026-02-01 23:45:00,M03,69.0,9.0,4.0,preventive,mechanical,F003,major,129.0,2.0,TECH01,bearing,722.0
MEV9142,2026-02-01 23:50:00,M04,62.0,6.0,11.0,preventive,hydraulic,F001,major,49.0,212.0,TECH03,pump,7834.856088560886
MEV9143,2026-02-01 23:55:00,M04,112.0,19.0,7.0,preventive,none,,major,156.0,94.0,,bearing,1773.0
MEV9144,2026-02-02 00:00:00,M01,83.0,3.0,14.0,preventive,none,F003,minor,83.0,150.0,TECH03,valve,2843.0
MEV9145,2026-02-02 00:05:00,M02,96.0,7.0,13.0,corrective,hydraulic,F002,critical,34.0,51.0,TECH01,valve,499.0
MEV9146,2026-02-02 00:10:00,M02,93.0,9.0,9.0,preventive,hydraulic,F001,major,598.0422047244094,158.0,TECH02,sensor,2840.0
MEV9147,2026-02-02 00:15:00,M02,66.0,6.0,11.0,preventive,mechanical,F004,major,56.0,67.0,TECH02,bearing,1260.0
MEV9148,2026-02-02 00:20:00,M03,73.0,18.0,7.0,preventive,,,critical,162.0,15.0,TECH02,,2388.0
MEV9149,2026-02-02 00:25:00,M03,,1.0,49.32201613748297,corrective,electrical,F002,critical,103.0,44.0,TECH02,,2150.0
MEV9150,,M02,15.0,1.0,8.0,preventive,none,F002,major,61.0,114.0,TECH02,pump,1827.0
MEV9151,2026-02-02 00:35:00,M01,56.0,2.0,14.0,corrective,electrical,F002,minor,162.0,179.0,TECH01,sensor,228.0
MEV9152,2026-02-02 00:40:00,M01,55.0,14.0,6.0,preventive,electrical,F004,critical,99.0,231.0,,sensor,2204.0
MEV9153,2026-02-02 00:45:00,M04,108.0,27.0,9.0,preventive,hydraulic,F001,critical,134.0,50.0,TECH03,pump,7834.856088560886
MEV9154,2026-02-02 00:50:00,M01,89.0,25.0,4.0,preventive,mechanical,F004,,20.0,196.0,TECH03,sensor,1087.0
MEV9155,2026-02-02 00:55:00,,117.0,,,preventive,electrical,F002,critical,47.0,47.0,TECH01,valve,1436.0
MEV9156,2026-02-02 01:00:00,M04,24.0,6.0,,preventive,none,F002,minor,73.0,175.0,TECH01,pump,2767.0
MEV9157,2026-02-02 01:05:00,M04,16.0,,0.0,preventive,hydraulic,F001,major,25.0,114.0,TECH03,sensor,1014.0
MEV9158,2026-02-02 01:10:00,M01,105.0,11.0,13.0,preventive,electrical,F004,major,63.0,14.0,TECH02,valve,1544.0
MEV9159,2026-02-02 01:15:00,M04,100.0,14.0,3.0,preventive,hydraulic,F003,minor,134.0,18.0,TECH03,valve,134.0
MEV9160,2026-02-02 01:20:00,M02,39.0,10.0,14.0,preventive,none,F004,major,32.0,55.0,TECH02,valve,2125.0
MEV9161,2026-02-02 01:25:00,M02,57.0,14.0,13.0,preventive,hydraulic,F002,major,121.0,17.0,TECH02,bearing,2491.0
MEV9162,2026-02-02 01:30:00,M02,43.0,9.0,9.0,preventive,none,F003,major,103.0,91.0,TECH03,,187.0
MEV9163,,M04,74.0,17.0,1.0,preventive,,F003,minor,82.0,75.0,TECH01,valve,507.0
MEV9164,2026-02-02 01:40:00,M02,28.0,22.0,11.0,preventive,none,F002,critical,105.0,179.0,TECH03,sensor,1575.0
,2026-02-02 01:45:00,M04,103.0,,14.0,preventive,mechanical,F004,critical,34.0,,TECH01,bearing,526.0
MEV9166,2026-02-02 01:50:00,M04,36.0,,8.0,preventive,hydraulic,F003,major,64.0,140.0,TECH01,sensor,548.0
MEV9167,2026-02-02 01:55:00,M04,90.0,26.0,8.0,preventive,hydraulic,F001,minor,69.0,122.0,TECH03,pump,653.0
MEV9168,,M02,34.0,0.0,1.0,corrective,mechanical,F003,major,,142.0,TECH03,pump,
MEV9169,2026-02-02 02:05:00,M03,26.0,22.0,7.0,preventive,none,F002,minor,23.0,47.0,TECH01,pump,577.0
MEV9170,2026-02-02 02:10:00,M01,25.0,20.0,12.0,preventive,electrical,F004,major,29.0,18.0,TECH03,sensor,313.0
MEV9171,2026-02-02 02:15:00,M04,93.0,26.0,11.0,preventive,hydraulic,F004,critical,36.0,19.0,TECH02,valve,1366.0
MEV9172,2026-02-02 02:20:00,M02,18.0,24.0,,corrective,mechanical,F001,major,102.0,216.0,TECH03,bearing,2390.0
MEV9173,2026-02-02 02:25:00,M02,47.0,20.0,8.0,corrective,hydraulic,F001,critical,95.0,157.0,TECH01,valve,1775.0
MEV9174,2026-02-02 02:30:00,M04,80.0,11.0,5.0,,mechanical,F003,major,162.0,111.0,TECH02,pump,1430.0
MEV9175,2026-02-02 02:35:00,M03,,0.0,5.0,corrective,electrical,F001,critical,66.0,53.0,TECH01,valve,1315.0
MEV9176,2026-02-02 02:40:00,M04,34.0,19.0,5.0,corrective,mechanical,F002,critical,178.0,119.0,TECH03,valve,2694.0
MEV9177,2026-02-02 02:45:00,M03,54.0,23.0,1.0,preventive,hydraulic,F003,critical,127.0,84.0,TECH02,valve,
MEV9178,2026-02-02 02:50:00,M04,91.0,18.0,5.0,corrective,electrical,F001,minor,104.0,45.0,,sensor,1257.0
MEV9179,2026-02-02 02:55:00,M01,86.0,12.0,3.0,preventive,hydraulic,F001,critical,20.0,146.0,TECH02,pump,2443.0
MEV9180,2026-02-02 03:00:00,M01,38.0,5.0,1.0,preventive,none,F002,critical,,166.0,,bearing,1209.0
MEV9181,2026-02-02 03:05:00,M02,56.0,15.0,10.0,,none,F001,critical,34.0,123.0,TECH03,bearing,1712.0
MEV9182,,M02,96.0,24.0,11.0,preventive,mechanical,F002,minor,95.0,16.0,TECH03,pump,965.0
MEV9183,2026-02-02 03:15:00,M02,27.0,27.0,9.0,corrective,none,F001,critical,175.0,122.0,TECH02,pump,
MEV9184,2026-02-02 03:20:00,M03,16.0,13.0,10.0,preventive,hydraulic,F001,major,167.0,227.0,TECH02,,573.0
MEV9185,2026-02-02 03:25:00,,,15.0,3.0,preventive,,F002,minor,144.0,138.0,TECH01,bearing,209.0
MEV9186,2026-02-02 03:30:00,M01,12.0,12.0,11.0,corrective,electrical,F001,minor,80.0,122.0,TECH01,bearing,2004.0
MEV9187,2026-02-02 03:35:00,M04,33.0,25.0,11.0,corrective,hydraulic,F004,major,20.0,56.0,TECH03,valve,
MEV9188,2026-02-02 03:40:00,M01,63.0,15.0,3.0,preventive,electrical,F004,minor,141.0,222.0,TECH03,valve,258.0
MEV9189,2026-02-02 03:45:00,M04,3.0,22.0,10.0,preventive,none,F002,major,598.0422047244094,224.0,TECH02,pump,2312.0
MEV9190,2026-02-02 03:50:00,M02,2.0,,6.0,corrective,mechanical,F003,critical,124.0,69.0,TECH01,valve,7834.856088560886
MEV9191,2026-02-02 03:55:00,M04,,24.0,0.0,preventive,none,F001,minor,,103.0,TECH01,valve,880.0
MEV9192,2026-02-02 04:00:00,M01,89.0,1.0,,corrective,hydraulic,F003,critical,33.0,206.0,TECH02,valve,661.0
MEV9193,2026-02-02 04:05:00,M01,119.0,0.0,6.0,corrective,none,F001,critical,598.0422047244094,87.0,TECH02,bearing,
MEV9194,2026-02-02 04:10:00,,71.0,28.0,8.0,preventive,electrical,F002,critical,51.0,53.0,TECH03,bearing,2280.0
MEV9195,2026-02-02 04:15:00,M03,11.0,6.0,5.0,,hydraulic,F003,critical,178.0,189.0,,bearing,763.0
MEV9196,2026-02-02 04:20:00,M04,1.0,25.0,14.0,preventive,electrical,F004,critical,179.0,230.0,TECH02,,239.0
MEV9197,2026-02-02 04:25:00,M02,30.0,17.0,4.0,preventive,,F002,,149.0,185.0,TECH01,valve,747.0
MEV9198,2026-02-02 04:30:00,M04,99.0,25.0,5.0,corrective,hydraulic,F003,major,136.0,126.0,TECH01,pump,2769.0
MEV9199,2026-02-02 04:35:00,M03,104.0,8.0,12.0,preventive,mechanical,F002,minor,61.0,163.0,TECH03,sensor,2157.0
,2026-02-02 04:40:00,M04,19.0,16.0,4.0,corrective,mechanical,F002,critical,62.0,78.0,TECH02,pump,7834.856088560886
MEV9201,2026-02-02 04:45:00,M01,107.0,14.0,3.0,preventive,mechanical,F001,major,166.0,116.0,TECH02,sensor,7834.856088560886
MEV9202,2026-02-02 04:50:00,M03,32.0,28.0,10.0,preventive,mechanical,F001,major,164.0,237.0,TECH03,valve,582.0
MEV9203,2026-02-02 04:55:00,M01,46.0,20.0,0.0,preventive,electrical,F003,critical,107.0,1065.3580960386676,TECH03,bearing,1977.0
MEV9204,2026-02-02 05:00:00,M01,86.0,19.0,7.0,corrective,electrical,F003,critical,163.0,62.0,TECH02,valve,2372.0
MEV9205,2026-02-02 05:05:00,M02,75.0,11.0,9.0,preventive,,F002,critical,,128.0,TECH02,,2962.0
MEV9206,2026-02-02 05:10:00,M03,13.0,12.0,5.0,preventive,mechanical,F002,minor,146.0,7.0,TECH03,valve,1527.0
MEV9207,2026-02-02 05:15:00,M02,109.0,5.0,49.32201613748297,preventive,electrical,F003,major,122.0,67.0,TECH01,bearing,2681.0
MEV9208,,,45.0,5.0,8.0,preventive,hydraulic,F003,critical,148.0,220.0,TECH01,pump,1093.0
MEV9209,2026-02-02 05:25:00,M02,39.0,4.0,14.0,corrective,mechanical,F001,major,163.0,80.0,TECH01,sensor,1985.0
MEV9210,2026-02-02 05:30:00,M04,105.0,24.0,2.0,corrective,hydraulic,F003,minor,147.0,176.0,TECH03,sensor,345.0
MEV9211,2026-02-02 05:35:00,M04,63.0,18.0,1.0,corrective,mechanical,F002,minor,52.0,98.0,TECH01,sensor,1004.0
MEV9212,2026-02-02 05:40:00,M01,19.0,6.0,,preventive,none,F004,major,63.0,126.0,TECH02,pump,1794.0
MEV9213,2026-02-02 05:45:00,M02,110.0,15.0,5.0,preventive,mechanical,F002,minor,122.0,42.0,TECH03,bearing,675.0
MEV9214,2026-02-02 05:50:00,M03,111.0,6.0,9.0,preventive,none,,critical,29.0,66.0,TECH01,bearing,1290.0
MEV9215,2026-02-02 05:55:00,M03,16.0,,0.0,corrective,none,F003,critical,50.0,131.0,TECH02,pump,784.0
MEV9216,2026-02-02 06:00:00,M01,9.0,14.0,0.0,preventive,electrical,F004,minor,42.0,99.0,TECH03,bearing,1928.0
MEV9217,2026-02-02 06:05:00,M03,38.0,17.0,8.0,preventive,none,F004,critical,135.0,230.0,TECH02,valve,429.0
MEV9218,2026-02-02 06:10:00,M03,89.0,5.0,7.0,preventive,none,F002,,66.0,53.0,TECH03,bearing,362.0
MEV9219,2026-02-02 06:15:00,M01,69.0,20.0,2.0,preventive,none,F001,minor,116.0,17.0,TECH03,valve,1769.0
MEV9220,2026-02-02 06:20:00,M02,44.0,27.0,14.0,,hydraulic,F001,critical,111.0,74.0,TECH01,valve,
MEV9221,2026-02-02 06:25:00,M02,25.0,9.0,5.0,preventive,electrical,F004,minor,84.0,29.0,TECH03,pump,1928.0
MEV9222,2026-02-02 06:30:00,M03,110.0,0.0,2.0,preventive,hydraulic,F004,minor,127.0,116.0,TECH03,sensor,109.0
MEV9223,2026-02-02 06:35:00,M02,77.0,27.0,0.0,preventive,electrical,,critical,65.0,184.0,TECH01,,2398.0
MEV9224,2026-02-02 06:40:00,M01,34.0,24.0,11.0,preventive,mechanical,F003,minor,68.0,178.0,TECH02,sensor,2902.0
MEV9225,2026-02-02 06:45:00,M03,118.0,9.0,14.0,preventive,mechanical,F004,,29.0,80.0,TECH01,valve,1678.0
MEV9226,2026-02-02 06:50:00,,,28.0,14.0,preventive,none,F003,critical,43.0,184.0,TECH01,sensor,1317.0
MEV9227,2026-02-02 06:55:00,M01,20.0,5.0,0.0,corrective,,F001,critical,143.0,59.0,TECH03,pump,2457.0
MEV9228,2026-02-02 07:00:00,M02,60.0,1.0,5.0,preventive,mechanical,,minor,57.0,119.0,TECH03,valve,1630.0
MEV9229,2026-02-02 07:05:00,M01,,26.0,12.0,corrective,electrical,F004,,126.0,181.0,TECH02,bearing,2769.0
MEV9230,2026-02-02 07:10:00,M01,44.0,8.0,10.0,preventive,mechanical,F004,minor,46.0,1.0,TECH01,bearing,2446.0
MEV9231,2026-02-02 07:15:00,M01,94.0,4.0,0.0,,hydraulic,F002,critical,101.0,83.0,TECH03,bearing,1120.0
,2026-02-02 07:20:00,M04,12.0,7.0,4.0,preventive,electrical,F003,minor,91.0,225.0,TECH01,valve,2092.0
MEV9233,2026-02-02 07:25:00,M01,97.0,13.0,3.0,preventive,mechanical,F002,minor,43.0,,,sensor,769.0
MEV9234,2026-02-02 07:30:00,M03,70.0,17.0,2.0,preventive,electrical,F004,,84.0,218.0,TECH01,valve,2404.0
MEV9235,2026-02-02 07:35:00,M01,3.0,13.0,9.0,preventive,electrical,F003,major,157.0,166.0,TECH02,pump,2716.0
MEV9236,,M04,114.0,17.0,7.0,preventive,mechanical,F004,critical,33.0,30.0,TECH02,pump,1161.0
MEV9237,2026-02-02 07:45:00,M02,12.0,9.0,0.0,preventive,mechanical,F002,critical,154.0,210.0,TECH03,pump,1071.0
MEV9238,2026-02-02 07:50:00,M03,106.0,18.0,9.0,corrective,mechanical,F004,critical,81.0,103.0,TECH03,pump,495.0
MEV9239,2026-02-02 07:55:00,M02,38.0,22.0,2.0,preventive,none,F002,critical,170.0,24.0,TECH01,sensor,1541.0
MEV9240,2026-02-02 08:00:00,M03,84.0,27.0,9.0,preventive,electrical,F002,minor,36.0,79.0,TECH03,pump,2271.0
MEV9241,2026-02-02 08:05:00,M02,92.0,18.0,,corrective,none,F001,,65.0,154.0,TECH03,bearing,734.0
MEV9242,2026-02-02 08:10:00,M02,,16.0,3.0,preventive,mechanical,F001,minor,26.0,206.0,TECH03,valve,1441.0
MEV9243,2026-02-02 08:15:00,M01,57.0,14.0,4.0,preventive,electrical,,minor,107.0,5.0,TECH03,sensor,2155.0
MEV9244,2026-02-02 08:20:00,M02,23.0,21.0,11.0,preventive,electrical,F002,critical,131.0,153.0,TECH01,sensor,200.0
MEV9245,2026-02-02 08:25:00,M01,61.0,16.0,5.0,preventive,electrical,F003,major,134.0,124.0,TECH02,bearing,2039.0
MEV9246,2026-02-02 08:30:00,M02,106.0,20.0,2.0,preventive,mechanical,F004,minor,598.0422047244094,36.0,TECH02,sensor,1795.0
MEV9247,,M04,77.0,28.0,,preventive,mechanical,F004,minor,149.0,181.0,TECH02,valve,218.0
MEV9248,2026-02-02 08:40:00,M02,51.0,12.0,12.0,preventive,hydraulic,F004,minor,40.0,3.0,TECH02,sensor,958.0
MEV9249,2026-02-02 08:45:00,M04,10.0,15.0,4.0,preventive,mechanical,F003,major,137.0,18.0,TECH03,bearing,2417.0
MEV9250,2026-02-02 08:50:00,M01,54.0,16.0,13.0,preventive,hydraulic,,,140.0,128.0,TECH03,valve,2344.0
MEV9251,2026-02-02 08:55:00,M01,4.0,,6.0,corrective,electrical,F004,major,61.0,1.0,TECH03,bearing,199.0
MEV9252,2026-02-02 09:00:00,M01,8.0,2.0,6.0,preventive,mechanical,F002,minor,140.0,163.0,TECH01,sensor,1701.0
MEV9253,2026-02-02 09:05:00,M04,40.0,,10.0,preventive,electrical,F003,major,122.0,61.0,TECH02,sensor,
MEV9254,2026-02-02 09:10:00,M04,47.0,18.0,2.0,preventive,mechanical,F002,major,29.0,100.0,TECH01,,2356.0
MEV9255,2026-02-02 09:15:00,M03,26.0,23.0,,corrective,mechanical,F001,critical,33.0,137.0,TECH03,sensor,2121.0
MEV9256,2026-02-02 09:20:00,M03,40.0,21.0,0.0,preventive,electrical,F004,critical,154.0,66.0,TECH02,valve,2084.0
MEV9257,2026-02-02 09:25:00,,105.0,6.0,9.0,preventive,none,F001,minor,83.0,235.0,TECH03,,278.0
MEV9258,2026-02-02 09:30:00,M01,97.0,11.0,0.0,,mechanical,F003,minor,115.0,227.0,TECH03,bearing,474.0
MEV9259,2026-02-02 09:35:00,M01,10.0,22.0,7.0,corrective,hydraulic,F003,minor,144.0,105.0,TECH02,valve,2493.0
MEV9260,2026-02-02 09:40:00,M03,110.0,27.0,1.0,preventive,,F004,major,157.0,18.0,TECH01,bearing,1599.0
MEV9261,2026-02-02 09:45:00,M02,70.0,21.0,7.0,preventive,electrical,F004,major,82.0,178.0,TECH01,sensor,2449.0
MEV9262,2026-02-02 09:50:00,M03,14.0,13.0,9.0,preventive,hydraulic,F003,minor,108.0,91.0,,valve,2268.0
MEV9263,,M03,94.0,20.0,9.0,preventive,none,F003,major,60.0,106.0,TECH01,sensor,2585.0
MEV9264,2026-02-02 10:00:00,M04,4.0,19.0,3.0,preventive,,F003,minor,93.0,91.0,TECH01,,
MEV9265,2026-02-02 10:05:00,M03,107.0,28.0,9.0,preventive,,F001,major,155.0,14.0,TECH03,pump,
MEV9266,2026-02-02 10:10:00,M02,58.0,22.0,5.0,corrective,hydraulic,F002,,40.0,173.0,TECH01,valve,2850.0
MEV9267,2026-02-02 10:15:00,M02,100.0,9.0,11.0,preventive,none,F003,critical,93.0,180.0,TECH02,bearing,
MEV9268,2026-02-02 10:20:00,M01,113.0,21.0,,corrective,electrical,F004,critical,88.0,,,bearing,2354.0
MEV9269,2026-02-02 10:25:00,M03,111.0,29.0,1.0,preventive,hydraulic,F004,minor,70.0,196.0,TECH01,sensor,2126.0
MEV9270,2026-02-02 10:30:00,M02,,12.0,8.0,preventive,electrical,F003,minor,144.0,98.0,TECH02,sensor,2988.0
MEV9271,2026-02-02 10:35:00,M03,75.0,10.0,9.0,preventive,none,F002,,124.0,,TECH01,pump,1557.0
MEV9272,2026-02-02 10:40:00,M01,81.0,3.0,0.0,preventive,none,F003,major,137.0,58.0,TECH03,pump,2059.0
MEV9273,2026-02-02 10:45:00,M04,100.0,7.0,4.0,,none,F001,critical,100.0,,TECH01,bearing,2358.0
MEV9274,2026-02-02 10:50:00,M04,75.0,22.0,11.0,preventive,hydraulic,F001,major,51.0,188.0,TECH02,sensor,2492.0
MEV9275,2026-02-02 10:55:00,M03,1.0,,,preventive,hydraulic,F004,major,143.0,227.0,TECH02,bearing,1532.0
MEV9276,2026-02-02 11:00:00,M04,13.0,9.0,2.0,preventive,electrical,F004,major,27.0,137.0,TECH03,valve,1291.0
MEV9277,2026-02-02 11:05:00,M04,61.0,14.0,4.0,preventive,none,F001,,162.0,186.0,TECH01,pump,1574.0
MEV9278,2026-02-02 11:10:00,M03,88.0,8.0,0.0,preventive,electrical,F004,minor,81.0,161.0,TECH02,pump,832.0
MEV9279,2026-02-02 11:15:00,M01,31.0,13.0,0.0,corrective,hydraulic,F003,major,120.0,56.0,TECH02,bearing,1618.0
MEV9280,2026-02-02 11:20:00,M04,30.0,29.0,1.0,corrective,,F004,critical,598.0422047244094,68.0,TECH01,bearing,1522.0
MEV9281,2026-02-02 11:25:00,M04,119.0,14.0,5.0,,none,F001,critical,151.0,220.0,TECH03,valve,1477.0
,2026-02-02 11:30:00,M02,42.0,12.0,6.0,corrective,electrical,F001,major,32.0,125.0,TECH02,bearing,2815.0
MEV9283,2026-02-02 11:35:00,M01,87.0,14.0,8.0,preventive,electrical,F002,major,134.0,98.0,,bearing,1004.0
MEV9284,2026-02-02 11:40:00,M01,84.0,10.0,0.0,corrective,mechanical,F003,minor,154.0,132.0,TECH03,bearing,2513.0
MEV9285,2026-02-02 11:45:00,M04,56.0,27.0,9.0,preventive,none,F002,minor,90.0,173.0,TECH03,valve,1155.0
MEV9286,2026-02-02 11:50:00,M01,16.0,6.0,12.0,preventive,hydraulic,F002,critical,175.0,3.0,TECH02,pump,1604.0
MEV9287,2026-02-02 11:55:00,M01,8.0,9.0,4.0,preventive,electrical,F002,critical,50.0,236.0,TECH02,valve,534.0
MEV9288,2026-02-02 12:00:00,M01,61.0,5.0,1.0,corrective,none,F001,minor,44.0,125.0,TECH03,valve,1655.0
MEV9289,2026-02-02 12:05:00,M01,103.0,4.0,11.0,corrective,electrical,F002,major,161.0,96.0,TECH03,pump,547.0
MEV9290,2026-02-02 12:10:00,M04,80.0,26.0,,corrective,hydraulic,F002,minor,32.0,130.0,TECH02,pump,1163.0
MEV9291,2026-02-02 12:15:00,M03,30.0,25.0,11.0,preventive,none,F002,major,97.0,156.0,TECH02,bearing,1900.0
MEV9292,2026-02-02 12:20:00,M04,7.0,9.0,49.32201613748297,,none,F002,minor,156.0,160.0,TECH01,sensor,1440.0
,2026-02-02 12:25:00,M01,110.0,8.0,1.0,corrective,none,F004,major,134.0,227.0,TECH01,valve,1984.0
MEV9294,2026-02-02 12:30:00,M03,75.0,19.0,5.0,preventive,none,F001,minor,149.0,67.0,TECH01,valve,1300.0
MEV9295,2026-02-02 12:35:00,M04,102.0,27.0,4.0,preventive,electrical,F002,minor,86.0,62.0,TECH01,bearing,2995.0
MEV9296,2026-02-02 12:40:00,M04,23.0,5.0,2.0,preventive,none,,major,169.0,10.0,TECH01,pump,1132.0
MEV9297,2026-02-02 12:45:00,M04,36.0,21.0,9.0,preventive,electrical,F003,major,22.0,229.0,TECH02,valve,1561.0
MEV9298,2026-02-02 12:50:00,M02,64.0,9.0,9.0,corrective,mechanical,F003,critical,129.0,68.0,TECH01,pump,2471.0
MEV9299,2026-02-02 12:55:00,,101.0,12.0,6.0,preventive,,F002,major,80.0,135.0,TECH02,sensor,2048.0
MEV9300,2026-02-02 13:00:00,M01,114.0,15.0,9.0,preventive,electrical,F004,critical,177.0,178.0,TECH02,pump,
MEV9301,2026-02-02 13:05:00,M01,98.0,13.0,0.0,preventive,electrical,F004,major,598.0422047244094,4.0,TECH01,pump,2813.0
MEV9302,2026-02-02 13:10:00,M02,104.0,29.0,2.0,corrective,electrical,F001,minor,164.0,16.0,,bearing,2477.0
MEV9303,2026-02-02 13:15:00,M04,117.0,,13.0,corrective,electrical,F001,critical,149.0,150.0,TECH03,pump,2017.0
MEV9304,2026-02-02 13:20:00,M02,45.0,7.0,3.0,preventive,hydraulic,F004,major,122.0,171.0,TECH02,valve,1921.0
MEV9305,2026-02-02 13:25:00,M02,25.0,26.0,5.0,corrective,hydraulic,F002,critical,57.0,161.0,TECH01,,455.0
MEV9306,2026-02-02 13:30:00,M01,42.0,23.0,13.0,preventive,,F002,critical,39.0,9.0,TECH01,sensor,1787.0
MEV9307,2026-02-02 13:35:00,M04,10.0,7.0,8.0,preventive,electrical,F002,major,60.0,239.0,TECH02,bearing,2977.0
MEV9308,2026-02-02 13:40:00,M02,94.0,29.0,5.0,preventive,hydraulic,F003,minor,24.0,200.0,TECH03,bearing,1107.0
